"Lang","Gender","Age","ID","List","Trial_Seq","Size","Orien","Match","Probe","Target","sentence_read_time","Target_response_time","correct","Comprehension_correct","datetime"
"D","f","18","007","D_List04.csv",40,"S","H","N","Het ijslepel stond in de waterbak.","STI/SMALL/measuringspoon.jpg",1856,663,1,NA,"12/12/16 13:16:37"
"D","f","18","007","D_List04.csv",41,"F","F","F","De truck stond in de fabriek.","STI/Filler/071-bateau_boat.jpg",2508,1124,1,NA,"12/12/16 13:16:37"
"D","f","18","007","D_List04.csv",42,"F","F","F","Het kopje stond op de keukentafel.","STI/Filler/kiwi03.jpg",2595,1090,1,NA,"12/12/16 13:16:37"
"D","f","18","007","D_List04.csv",43,"L","H","N","Het wijnvat stond in de wijnbar.","STI/LARGE/barrel_H.JPG",2017,811,1,NA,"12/12/16 13:16:37"
"D","f","18","007","D_List04.csv",44,"L","V","N","De kast was door twee mannen uit het kantoor verhuisd.","STI/LARGE/filingcabinet_V.jpg",4772,1132,1,1,"12/12/16 13:16:37"
"D","f","18","007","D_List04.csv",45,"L","H","Y","De replica van het vrijheidsbeeld werd naar het park verplaatst.","STI/LARGE/liberty_H.jpg",2124,741,1,NA,"12/12/16 13:16:37"
"D","f","18","007","D_List04.csv",46,"S","H","N","De hoed hing aan de muur.","STI/SMALL/hat.jpg",1361,590,1,NA,"12/12/16 13:16:37"
"D","f","18","007","D_List04.csv",47,"S","H","N","De fles stond op de plank.","STI/SMALL/beerbottle.jpg",2029,729,1,NA,"12/12/16 13:16:37"
"D","f","18","007","D_List04.csv",48,"F","F","F","De Rubiks kubus lag op de plank.","STI/Filler/solderingiron.jpg",3052,735,1,NA,"12/12/16 13:16:37"
"D","f","18","007","D_List04.csv",49,"F","F","F","De telefoon stond op de bijzetttafel.","STI/Filler/briefcaseclosed.jpg",1068,812,1,NA,"12/12/16 13:16:37"
"D","f","18","007","D_List04.csv",50,"F","F","F","Het vrachtschip navigeerde naar de haven.","STI/Filler/Generic_High_Speed_Train_01.jpg",3132,1039,1,NA,"12/12/16 13:16:37"
"D","f","18","007","D_List04.csv",51,"L","V","N","De matras werd op het bed gelegd.","STI/LARGE/mattress_V.jpg",1389,624,1,NA,"12/12/16 13:16:37"
"D","f","18","007","D_List04.csv",52,"F","F","F","De zaklamp lag in de koffer.","STI/Filler/scrubbingbrush05b.jpg",2235,850,1,NA,"12/12/16 13:16:37"
"D","f","18","007","D_List04.csv",53,"S","H","N","De handschoen hing aan het rek.","STI/SMALL/glove_H.jpg",1928,553,1,NA,"12/12/16 13:16:37"
"D","f","18","007","D_List04.csv",54,"S","V","N","De bowlingkegel werd omgegooid aan het einde van de baan.","STI/SMALL/248-quille_skittle_r.jpg",1745,746,1,1,"12/12/16 13:16:37"
"D","f","18","007","D_List04.csv",55,"F","F","F","De ventilator was bevestigd aan het plafond.","STI/Filler/chair.jpg",3689,776,1,NA,"12/12/16 13:16:37"
"D","f","18","007","D_List04.csv",56,"F","F","F","De kaars stond op de eettafel.","STI/Filler/041-bonbon_candy.jpg",1438,670,1,NA,"12/12/16 13:16:37"
"D","f","18","007","D_List04.csv",57,"F","F","F","De koe werd gehouden op de veeboerderij.","STI/Filler/boxtrailer.jpg",2279,630,1,NA,"12/12/16 13:16:37"
"D","f","18","007","D_List04.csv",58,"F","F","F"," De motorfiets stond op de parkeerplaats.","STI/Filler/035-bibliotheque_book-shelves.jpg",3290,1008,1,1,"12/12/16 13:16:37"
"D","f","18","007","D_List04.csv",59,"F","F","F","De oorring lag naast de doos.","STI/Filler/078-cassette_cassette.jpg",1851,773,1,1,"12/12/16 13:16:37"
"D","f","18","007","D_List04.csv",60,"F","F","F","De tarwe was nog op het tarweveld.","STI/Filler/089-chronometre_stop-watch.jpg",2171,584,1,NA,"12/12/16 13:16:37"
"D","f","18","007","D_List04.csv",61,"F","F","F","De SUV reed snel op de weg.","STI/Filler/027-batterie_drum-set.jpg",1386,544,1,NA,"12/12/16 13:16:37"
"D","f","18","007","D_List04.csv",62,"L","V","Y","De piano werd het podium opgereden.","STI/LARGE/Uprightpiano_V.jpg",1556,893,0,NA,"12/12/16 13:16:37"
"D","f","18","007","D_List04.csv",63,"F","F","F","De appel lag op de tafel.","STI/Filler/075-carte_playing-card.jpg",4481,591,1,NA,"12/12/16 13:16:37"
"D","f","18","007","D_List04.csv",64,"S","H","Y","Het stofblik werd achtergelaten op de garagevloer.","STI/SMALL/dustpan.jpg",2273,738,1,1,"12/12/16 13:16:37"
"D","f","18","007","D_List04.csv",65,"L","V","N","De bank was in de woonkamer neergezet.","STI/LARGE/sofa_V.jpg",3027,627,1,NA,"12/12/16 13:16:37"
"D","f","18","007","D_List04.csv",66,"S","V","Y","De zeeschelp werd opgepakt door de toerist.","STI/SMALL/seashell01_r.jpg",2824,558,1,1,"12/12/16 13:16:37"
"D","f","18","007","D_List04.csv",67,"L","V","Y","Het varkenskarkas hing in de vrieshal.","STI/LARGE/pig_V.jpg",1957,702,1,NA,"12/12/16 13:16:37"
"D","f","18","007","D_List04.csv",68,"S","H","Y","De wortel lag op de lopende band.","STI/SMALL/carrot01.jpg",1278,592,1,NA,"12/12/16 13:16:37"
"D","f","18","007","D_List04.csv",69,"S","V","Y","De nietmachine zat in het etui.","STI/SMALL/stapler03a_r.jpg",1767,696,1,1,"12/12/16 13:16:37"
"D","f","18","007","D_List04.csv",70,"F","F","F","De tent stond op de grond.","STI/Filler/castle.jpg",1123,740,1,NA,"12/12/16 13:16:37"
"D","f","18","007","D_List04.csv",71,"F","F","F","De boekenplank was in de kamer.","STI/Filler/briefcaseclosed.jpg",1386,813,1,NA,"12/12/16 13:16:37"
"D","f","18","007","D_List04.csv",72,"F","F","F","De helikopter was geland op baan.","STI/Filler/ferry.jpg",1200,657,1,NA,"12/12/16 13:16:37"
"D","f","18","007","D_List04.csv",73,"F","F","F","De hamer was op het bureau.","STI/Filler/rubikcube.jpg",1761,513,1,NA,"12/12/16 13:16:37"
"D","f","18","007","D_List04.csv",74,"F","F","F","Het vlot bewoog naar de pier.","STI/Filler/cow.jpg",1898,701,1,NA,"12/12/16 13:16:37"
"D","f","18","007","D_List04.csv",75,"S","H","Y","De trechter lag naast de kommen.","STI/SMALL/funnel.jpg",3757,777,1,NA,"12/12/16 13:16:37"
"D","f","18","007","D_List04.csv",76,"F","F","F","De reddingsboei was op het dek.","STI/Filler/294-ventilateur_fan.jpg",1504,785,1,NA,"12/12/16 13:16:37"
"D","f","18","007","D_List04.csv",77,"S","V","N","De lucifer werd in het doosje gelegd.","STI/SMALL/007-allumette_match_r.jpg",1595,534,1,1,"12/12/16 13:16:37"
"D","f","18","007","D_List04.csv",78,"S","H","Y","De hengel werd vastgehouden door de visser.","STI/SMALL/fishingrod.jpg",1870,621,1,NA,"12/12/16 13:16:37"
"D","f","18","007","D_List04.csv",79,"S","V","Y","De schroevendraaier werd gebruikt door de werknemer.","STI/SMALL/screwdriver04b_r.jpg",2126,512,1,1,"12/12/16 13:16:37"
"D","f","18","007","D_List04.csv",80,"F","F","F","De garnaal zat in het aquarium.","STI/Filler/laptopopen.jpg",2436,659,1,NA,"12/12/16 13:16:37"
"D","f","18","007","D_List04.csv",81,"S","V","Y","De fotolijst stond op het bureau.","STI/SMALL/pictureframe04_r.jpg",1476,552,1,NA,"12/12/16 13:16:37"
"D","f","18","007","D_List04.csv",82,"S","V","N","De zuurstok lag in de snoepdoos.","STI/SMALL/candycane01a_r.jpg",1803,583,1,1,"12/12/16 13:16:37"
"D","f","18","007","D_List04.csv",83,"F","F","F","De kool lag op de plank.","STI/Filler/umbrellaopen.jpg",1989,663,1,NA,"12/12/16 13:16:37"
"D","f","18","007","D_List04.csv",84,"S","H","Y","De lepel werd boven het bord geplaatst.","STI/SMALL/spoon_H.jpg",1547,509,1,NA,"12/12/16 13:16:37"
"D","f","18","007","D_List04.csv",85,"L","V","Y","Het stalen vat stond in de fabriek.","STI/LARGE/steelbarrel_V.jpg",3387,583,1,NA,"12/12/16 13:16:37"
"D","f","18","007","D_List04.csv",86,"F","F","F","De stoel was in het kantoor.","STI/Filler/microwave.jpg",1532,616,1,NA,"12/12/16 13:16:37"
"D","f","18","007","D_List04.csv",87,"F","F","F"," De wekker lag op het bed.","STI/Filler/flower.jpg",1627,551,1,NA,"12/12/16 13:16:37"
"D","f","18","007","D_List04.csv",88,"S","V","Y","Het scheermes stond in de beker.","STI/SMALL/razor01_r.jpg",1200,542,1,NA,"12/12/16 13:16:37"
"D","f","18","007","D_List04.csv",89,"F","F","F","De lamp hing aan de muur.","STI/Filler/ribbon04.jpg",1157,626,1,NA,"12/12/16 13:16:37"
"D","f","18","007","D_List04.csv",90,"L","H","N","De raket werd gelanceerd vanaf de onderzeeër.","STI/LARGE/missle_H.jpg",1639,586,1,1,"12/12/16 13:16:37"
"D","f","18","007","D_List04.csv",91,"F","F","F","Het bed bevond zich in de kamer.","STI/Filler/airhockeytable.jpg",1723,779,1,NA,"12/12/16 13:16:37"
"D","f","18","007","D_List04.csv",92,"F","F","F","De cassette zat in de recorder.","STI/Filler/166-klaxon_horn.jpg",1445,844,1,0,"12/12/16 13:16:37"
"D","f","18","007","D_List04.csv",93,"F","F","F","De monitor stond op het bureau.","STI/Filler/fryingpan02a.jpg",1841,588,1,NA,"12/12/16 13:16:37"
"D","f","18","007","D_List04.csv",94,"F","F","F","De capsule lag op de tafel.","STI/Filler/staple.jpg",1742,626,1,NA,"12/12/16 13:16:37"
"D","f","18","007","D_List04.csv",95,"S","H","N","De spijkerbroek hing in de etalage.","STI/SMALL/jeans01.jpg",1247,692,1,NA,"12/12/16 13:16:37"
"D","f","18","007","D_List04.csv",96,"L","V","Y","De metalen sloopkogel sloeg tegen de muur.","STI/LARGE/wreckingball_V.jpg",3281,961,1,NA,"12/12/16 13:16:37"
"D","f","18","007","D_List04.csv",97,"S","V","Y","De schoen stond tegen de muur.","STI/SMALL/shoe_r.jpg",1841,742,1,NA,"12/12/16 13:16:37"
"D","f","18","007","D_List04.csv",98,"F","F","F","Het oorlogsschip voer naar de haven.","STI/Filler/freighttruck.jpg",2208,780,1,1,"12/12/16 13:16:37"
"D","f","18","007","D_List04.csv",99,"L","H","Y","De bus reed op de weg.","STI/LARGE/bus_H.jpg",981,656,1,NA,"12/12/16 13:16:37"
"D","f","18","007","D_List04.csv",100,"F","F","F","De vuilnisbak bevond zich aan de kant van de weg.","STI/Filler/woodboard.jpg",1792,895,1,NA,"12/12/16 13:16:37"
"D","f","18","007","D_List04.csv",101,"F","F","F","De ambulance reed op de weg.","STI/Filler/sailboat.jpg",968,591,1,NA,"12/12/16 13:16:37"
"D","f","18","007","D_List04.csv",102,"L","H","Y","De ophaalbrug werd neergelaten over de gracht.","STI/LARGE/Drawbridge_H.jpg",2250,1078,1,NA,"12/12/16 13:16:37"
"D","f","18","007","D_List04.csv",103,"F","F","F","De politieauto reed over de weg.","STI/Filler/282-tractopelle_digger.jpg",1597,731,1,NA,"12/12/16 13:16:37"
"D","f","18","007","D_List04.csv",104,"F","F","F","De kooi stond in de tuin.","STI/Filler/025-barre_bar.jpg",6135,769,1,NA,"12/12/16 13:16:37"
"D","f","18","007","D_List04.csv",105,"L","H","N","De grote koelkast stond in de keuken.","STI/LARGE/refrigerator_H.jpg",1458,666,1,NA,"12/12/16 13:16:37"
"D","f","18","007","D_List04.csv",106,"L","H","N","De Titanic zonk naar de bodem.","STI/LARGE/Titanic_H.jpg",1165,579,1,NA,"12/12/16 13:16:37"
"D","f","18","007","D_List04.csv",107,"S","H","Y","De prei werd op het aanrecht gelegd.","STI/SMALL/leek.jpg",1420,584,1,NA,"12/12/16 13:16:37"
"D","f","18","007","D_List04.csv",108,"S","V","N","De reageerbuis lag op de werktafel.","STI/SMALL/126-eprouvette_test-tube_r.jpg",1946,692,1,NA,"12/12/16 13:16:37"
"D","f","18","007","D_List04.csv",109,"F","F","F","Het kasteel stond op de heuvel.","STI/Filler/lighthouse.jpg",1801,887,0,NA,"12/12/16 13:16:37"
"D","f","18","007","D_List04.csv",110,"F","F","F","De badjas hing in de kledingkast.","STI/Filler/spatula04.jpg",1510,744,1,NA,"12/12/16 13:16:37"
"D","f","18","007","D_List04.csv",111,"F","F","F","De ballon was in de hand van het kind.","STI/Filler/pill.jpg",2478,630,1,NA,"12/12/16 13:16:37"
"D","f","18","007","D_List04.csv",112,"F","F","F","De speelkaart was in de handen van de goochelaar.","STI/Filler/weight01.jpg",1984,810,1,NA,"12/12/16 13:16:37"
"D","f","18","007","D_List04.csv",113,"F","F","F","De paraplu lag op het strand.","STI/Filler/tv.jpg",2636,716,1,NA,"12/12/16 13:16:37"
"D","f","18","007","D_List04.csv",114,"L","V","Y","De raket werd gelanceerd naar de ruimte.","STI/LARGE/rocket_V.jpg",1318,890,1,NA,"12/12/16 13:16:37"
"D","f","18","007","D_List04.csv",115,"S","H","Y","De zalf lag in de lade.","STI/SMALL/gluetube.jpg",1199,887,1,NA,"12/12/16 13:16:37"
"D","f","18","007","D_List04.csv",116,"S","V","Y","De buffet tangen stonden in de pot.","STI/SMALL/tongs01b_r.jpg",2784,732,1,NA,"12/12/16 13:16:37"
"D","f","18","007","D_List04.csv",117,"F","F","F","De basketbalkorf stond op het plein.","STI/Filler/uprightpiano01.jpg",1983,617,1,NA,"12/12/16 13:16:37"
"D","f","18","007","D_List04.csv",118,"L","H","Y","De jeep reed op de weg.","STI/LARGE/jeep_H.jpg",1085,582,1,NA,"12/12/16 13:16:37"
"D","f","18","007","D_List04.csv",119,"S","V","N","De stok lag in de buurt van de bank in het park.","STI/SMALL/066-canne_cane_r.jpg",2928,783,1,NA,"12/12/16 13:16:37"
"D","f","18","007","D_List04.csv",120,"F","F","F","De vuurtoren stond bij de ingang van de haven.","STI/Filler/submarine.jpg",1467,812,1,NA,"12/12/16 13:16:37"
"D","f","18","007","D_List04.csv",121,"S","V","N","De sleutelbos lag op de salontafel.","STI/SMALL/keychain_r.jpg",2698,692,0,NA,"12/12/16 13:16:37"
"D","f","18","007","D_List04.csv",122,"F","F","F","De hut stond in het bos.","STI/Filler/barn.jpg",2575,857,0,NA,"12/12/16 13:16:37"
"D","f","18","007","D_List04.csv",123,"F","F","F","De printer stond aan de rechterkant van de tafel.","STI/Filler/cooler01.jpg",4086,831,1,NA,"12/12/16 13:16:37"
"D","f","18","007","D_List04.csv",124,"F","F","F","De trein reed over het spoor.","STI/Filler/293-usine_factory.jpg",1350,734,1,NA,"12/12/16 13:16:37"
"D","f","18","007","D_List04.csv",125,"L","H","N","De verkoopautomaat stond op de hoek van de straat.","STI/LARGE/vending_H.jpg",2067,541,1,NA,"12/12/16 13:16:37"
"D","f","18","007","D_List04.csv",126,"S","V","Y","De plastic fles stond op de koelkast.","STI/SMALL/waterbottle01b_r.jpg",3925,1279,1,NA,"12/12/16 13:16:37"
"D","f","18","007","D_List04.csv",127,"L","H","N","De parachute werd geopend door de parachutist.","STI/LARGE/Parachute_H.jpg",1424,665,1,NA,"12/12/16 13:16:37"
"D","f","18","008","D_List04.csv",0,"S","V","N","De sleutelbos lag op de salontafel.","STI/SMALL/keychain_r.jpg",1576,817,1,NA,"12/14/16 13:02:36"
"D","f","18","008","D_List04.csv",1,"F","F","F","De trein reed over het spoor.","STI/Filler/293-usine_factory.jpg",829,498,1,NA,"12/14/16 13:02:36"
"D","f","18","008","D_List04.csv",2,"F","F","F","Het dartboard hing aan de muur.","STI/Filler/mirror.jpg",923,738,1,NA,"12/14/16 13:02:36"
"D","f","18","008","D_List04.csv",3,"L","V","N","De boot zeilde op zee.","STI/LARGE/boat_V.jpg",930,729,0,NA,"12/14/16 13:02:36"
"D","f","18","008","D_List04.csv",4,"F","F","F","De kaars stond op de eettafel.","STI/Filler/041-bonbon_candy.jpg",976,549,1,NA,"12/14/16 13:02:36"
"D","f","18","008","D_List04.csv",5,"F","F","F","Het bed bevond zich in de kamer.","STI/Filler/airhockeytable.jpg",902,465,0,NA,"12/14/16 13:02:36"
"D","f","18","008","D_List04.csv",6,"S","H","N","De handschoen hing aan het rek.","STI/SMALL/glove_H.jpg",864,500,1,NA,"12/14/16 13:02:36"
"D","f","18","008","D_List04.csv",7,"F","F","F","De badjas hing in de kledingkast.","STI/Filler/spatula04.jpg",907,441,1,0,"12/14/16 13:02:36"
"D","f","18","008","D_List04.csv",8,"F","F","F","De paraplu lag op het strand.","STI/Filler/tv.jpg",1248,615,1,NA,"12/14/16 13:02:36"
"D","f","18","008","D_List04.csv",9,"L","H","N","Het wijnvat stond in de wijnbar.","STI/LARGE/barrel_H.JPG",1597,509,1,0,"12/14/16 13:02:36"
"D","f","18","008","D_List04.csv",10,"S","H","Y","De hengel werd vastgehouden door de visser.","STI/SMALL/fishingrod.jpg",2064,383,1,NA,"12/14/16 13:02:36"
"D","f","18","008","D_List04.csv",11,"L","H","Y","Het raamkozijn werd in het plafond geplaatst.","STI/LARGE/windowframe_H.jpg",2025,818,1,NA,"12/14/16 13:02:36"
"D","f","18","008","D_List04.csv",12,"S","H","Y","De trechter lag naast de kommen.","STI/SMALL/funnel.jpg",1156,364,1,1,"12/14/16 13:02:36"
"D","f","18","008","D_List04.csv",13,"F","F","F","De politieauto reed over de weg.","STI/Filler/282-tractopelle_digger.jpg",1439,853,1,NA,"12/14/16 13:02:36"
"D","f","18","008","D_List04.csv",14,"F","F","F","De tarwe was nog op het tarweveld.","STI/Filler/089-chronometre_stop-watch.jpg",1481,499,1,NA,"12/14/16 13:02:36"
"D","f","18","008","D_List04.csv",15,"L","H","Y","De space shuttle werd naar het museum vervoerd.","STI/LARGE/spaceshuttle_H.jpg",1484,733,1,NA,"12/14/16 13:02:36"
"D","f","18","008","D_List04.csv",16,"F","F","F","De hut stond in het bos.","STI/Filler/barn.jpg",710,706,0,0,"12/14/16 13:02:36"
"D","f","18","008","D_List04.csv",17,"L","H","Y","De ladder werd gedragen door de brandweerman.","STI/LARGE/ladder_H.jpg",1565,539,1,NA,"12/14/16 13:02:36"
"D","f","18","008","D_List04.csv",18,"F","F","F","De vuilnisbak bevond zich aan de kant van de weg.","STI/Filler/woodboard.jpg",1369,658,1,NA,"12/14/16 13:02:36"
"D","f","18","008","D_List04.csv",19,"S","H","Y","De zalf lag in de lade.","STI/SMALL/gluetube.jpg",1240,393,1,NA,"12/14/16 13:02:36"
"D","f","18","008","D_List04.csv",20,"F","F","F","De boekenplank was in de kamer.","STI/Filler/briefcaseclosed.jpg",978,590,0,NA,"12/14/16 13:02:36"
"D","f","18","008","D_List04.csv",21,"L","H","N","De slagbomen werden opgeheven nadat de auto onderzocht was.","STI/LARGE/gate_arms_H.jpg",3103,706,1,1,"12/14/16 13:02:36"
"D","f","18","008","D_List04.csv",22,"F","F","F","De stoel was in het kantoor.","STI/Filler/microwave.jpg",1462,574,1,NA,"12/14/16 13:02:36"
"D","f","18","008","D_List04.csv",23,"F","F","F","De stopwatch was in de handen van de coach.","STI/Filler/wheel01.jpg",1448,527,1,NA,"12/14/16 13:02:36"
"D","f","18","008","D_List04.csv",24,"F","F","F","De vuurtoren stond bij de ingang van de haven.","STI/Filler/submarine.jpg",2218,617,1,NA,"12/14/16 13:02:36"
"D","f","18","008","D_List04.csv",25,"F","F","F","De truck stond in de fabriek.","STI/Filler/071-bateau_boat.jpg",1387,660,1,1,"12/14/16 13:02:36"
"D","f","18","008","D_List04.csv",26,"F","F","F","Het slagschip voer de zee op.","STI/Filler/240-pont_bridge.jpg",1728,1012,1,NA,"12/14/16 13:02:36"
"D","f","18","008","D_List04.csv",27,"F","F","F","De hamer was op het bureau.","STI/Filler/rubikcube.jpg",959,510,1,1,"12/14/16 13:02:36"
"D","f","18","008","D_List04.csv",28,"L","H","N","De Titanic zonk naar de bodem.","STI/LARGE/Titanic_H.jpg",974,549,1,NA,"12/14/16 13:02:36"
"D","f","18","008","D_List04.csv",29,"F","F","F","De SUV reed snel op de weg.","STI/Filler/027-batterie_drum-set.jpg",1148,519,1,NA,"12/14/16 13:02:36"
"D","f","18","008","D_List04.csv",30,"F","F","F","De ventilator was bevestigd aan het plafond.","STI/Filler/chair.jpg",1521,467,1,NA,"12/14/16 13:02:36"
"D","f","18","008","D_List04.csv",31,"F","F","F","De tafellamp was in de winkel.","STI/Filler/dentalfloss03b.jpg",1061,628,1,NA,"12/14/16 13:02:36"
"D","f","18","008","D_List04.csv",32,"L","V","Y","Het vliegtuig daalde door de wolken.","STI/LARGE/aeroplane_V.jpg",2276,741,0,NA,"12/14/16 13:02:36"
"D","f","18","008","D_List04.csv",33,"F","F","F"," De wekker lag op het bed.","STI/Filler/flower.jpg",758,509,1,NA,"12/14/16 13:02:36"
"D","f","18","008","D_List04.csv",34,"F","F","F","De film zat in de camera.","STI/Filler/candle08b.jpg",910,512,1,NA,"12/14/16 13:02:36"
