Size,Orien,Match,Probe,Target,correct_response,Task
L,H,Y,The big refrigerator laid on the bed of the pickup truck.,STI_EXP02/LARGE/refrigerator_H.jpg,j,V
L,H,Y,The gate arms were down when the car was investigated.,STI_EXP02/LARGE/gate_arms_H.jpg,j,V
L,H,N,The airplane was falling through the clouds.,STI_EXP02/LARGE/aeroplane_H.jpg,j,V
L,H,N,The upright piano was rolled onto the stage.,STI_EXP02/LARGE/Uprightpiano_H.jpg,j,V
L,H,N,The rocket was launched to space.,STI_EXP02/LARGE/rocket_H.jpg,j,V
L,H,N,The metal wrecking ball hit the wall.,STI_EXP02/LARGE/wreckingball_H.jpg,j,V
L,H,N,The street lantern stood on the road side.,STI_EXP02/LARGE/streetlantern_H.jpg,j,V
L,H,N,The steel barrel stood in the factory.,STI_EXP02/LARGE/steelbarrel_H.jpg,j,V
L,H,N,The pig carcass hung in the freezing hall.,STI_EXP02/LARGE/pig_H.jpg,j,V
L,H,N,The dump truck was dumping the sands.,STI_EXP02/LARGE/dump-truck_H.JPG,j,V
S,V,Y,The matchstick was grabbed by my fingers.,STI_EXP02/SMALL/007-allumette_match_r.jpg,j,V
S,V,Y,The cane was hold by the elder.,STI_EXP02/SMALL/066-canne_cane_r.jpg,j,V
S,V,Y,The test tube was in the rack.,STI_EXP02/SMALL/126-eprouvette_test-tube_r.jpg,j,V
S,V,Y,The flower pot stood in front of the door.,STI_EXP02/SMALL/242-pot_jar_r.jpg,j,V
S,V,Y,The bowling pin stood on the end of the lane.,STI_EXP02/SMALL/248-quille_skittle_r.jpg,j,V
S,V,Y,The key chain was on the wall.,STI_EXP02/SMALL/keychain_r.jpg,j,V
S,V,Y,The tree branch was plugged into the soil.,STI_EXP02/SMALL/branch02_r.jpg,j,V
S,V,Y,The candy cane was in the Christmas tree.,STI_EXP02/SMALL/candycane01a_r.jpg,j,V
S,V,N,The carrot laid down on the production line belt.,STI_EXP02/SMALL/carrot01_r.jpg,j,V
S,V,N,The leek was placed on the kitchen counter.,STI_EXP02/SMALL/leek_r.jpg,j,V
S,V,N,The daisy was dropped on the flower shop floor.,STI_EXP02/SMALL/daisy_r.jpg,j,V
S,V,N,The dust pan was left on the garage floor.,STI_EXP02/SMALL/dustpan_r.jpg,j,V
S,V,N,The fishing rod was held by the angler.,STI_EXP02/SMALL/fishingrod_r.jpg,j,V
S,V,N,The spoon was placed above the plate.,STI_EXP02/SMALL/spoon_V.jpg,j,V
S,V,N,The funnel was beside the bowls.,STI_EXP02/SMALL/funnel_r.jpg,j,V
S,V,N,The ointment was in the drawer.,STI_EXP02/SMALL/gluetube_r.jpg,j,V
S,H,Y,The hat was on the model's head.,STI_EXP02/SMALL/hat.jpg,j,V
S,H,Y,The toothbrush was on the washbasin.,STI_EXP02/SMALL/toothbrush_H.jpg,j,V
S,H,Y,The bottle was placed in the wine rack.,STI_EXP02/SMALL/beerbottle.jpg,j,V
S,H,Y,The pair of jeans was on the hotel bed.,STI_EXP02/SMALL/jeans01.jpg,j,V
S,H,Y,The corn husk had fallen on the ground.,STI_EXP02/SMALL/cornhusk.jpg,j,V
S,H,Y,The ice cream scoop was left on the cabinet.,STI_EXP02/SMALL/measuringspoon.jpg,j,V
S,H,Y,The glove was on the car seat.,STI_EXP02/SMALL/glove_H.jpg,j,V
S,H,Y,The nail was at the bottom of the toolbox.,STI_EXP02/SMALL/nail.jpg,j,V
S,H,N,The photo frame was on the desk.,STI_EXP02/SMALL/pictureframe04.jpg,j,V
S,H,N,The razor was in the cup.,STI_EXP02/SMALL/razor01.jpg,j,V
S,H,N,The screwdriver was used by the worker.,STI_EXP02/SMALL/screwdriver04b.jpg,j,V
S,H,N,The sea shell was picked up by the tourist.,STI_EXP02/SMALL/seashell01.jpg,j,V
S,H,N,The shoe was against the wall.,STI_EXP02/SMALL/shoe.jpg,j,V
S,H,N,The stapler was in the pen container.,STI_EXP02/SMALL/stapler03a.jpg,j,V
S,H,N,The buffet tongs were in the jar.,STI_EXP02/SMALL/tongs01b.jpg,j,V
S,H,N,The plastic bottle stood on the refrigerator.,STI_EXP02/SMALL/waterbottle01b.jpg,j,V
F,F,F,The robe hung in the wardrobe.,STI_EXP02/Filler/spatula04.jpg,f,V
F,F,F,The giant refinery was beside the road.,STI_EXP02/Filler/castletower.jpg,f,V
F,F,F,The film was in the camera.,STI_EXP02/Filler/candle08b.jpg,f,V
F,F,F,The capsule was lying on the table.,STI_EXP02/Filler/staple.jpg,f,V
F,F,F,The saw was in the toolbox.,STI_EXP02/Filler/034-biberon_feeding-bottle.jpg,f,V
F,F,F,The hamburger was lying in the plate.,STI_EXP02/Filler/earring01.jpg,f,V
F,F,F,The candle was standing on the dinner table.,STI_EXP02/Filler/041-bonbon_candy.jpg,f,V
F,F,F,The cassette was in the recorder.,STI_EXP02/Filler/166-klaxon_horn.jpg,f,V
F,F,F,The apple was on the table.,STI_EXP02/Filler/075-carte_playing-card.jpg,f,V
F,F,F,The earring was beside the box.,STI_EXP02/Filler/078-cassette_cassette.jpg,f,V
F,F,F,The wheat was in the wheat field.,STI_EXP02/Filler/089-chronometre_stop-watch.jpg,f,V
F,F,F,The lifebuoy was on the deck.,STI_EXP02/Filler/294-ventilateur_fan.jpg,f,V
F,F,F,The train was driving down the track.,STI_EXP02/Filler/293-usine_factory.jpg,f,V
F,F,F,The battleship was navigating at sea.,STI_EXP02/Filler/240-pont_bridge.jpg,f,V
F,F,F,The bed was in the room.,STI_EXP02/Filler/airhockeytable.jpg,f,V
F,F,F,The helicopter stopped in the runway.,STI_EXP02/Filler/ferry.jpg,f,V
F,F,F,The police car was driving down the road.,STI_EXP02/Filler/282-tractopelle_digger.jpg,f,V
F,F,F,The raft was moving to the pier.,STI_EXP02/Filler/cow.jpg,f,V
F,F,F,The cow was living in the cattle  farm.,STI_EXP02/Filler/boxtrailer.jpg,f,V
F,F,F,The church was standing beside the square.,STI_EXP02/Filler/093-chapiteau_big-top.jpg,f,V
F,F,F,The cabin was located in the forest.,STI_EXP02/Filler/barn.jpg,f,V
F,F,F,The warship was sailing to the harbor.,STI_EXP02/Filler/freighttruck.jpg,f,V
F,F,F,The electric locomotive was driving through the tunnel.,STI_EXP02/Filler/chair.jpg,f,V
F,F,F,The coop was standing in the garden.,STI_EXP02/Filler/025-barre_bar.jpg,f,V
F,F,F,The tent was standing on the ground.,STI_EXP02/Filler/castle.jpg,f,V
F,F,F,The SUV was running on the road.,STI_EXP02/Filler/027-batterie_drum-set.jpg,f,V
F,F,F,The ambulance was running on the road.,STI_EXP02/Filler/sailboat.jpg,f,V
F,F,F,The dryer was in the bathroom.,STI_EXP02/Filler/260-sapin_fir-tree.jpg,f,V
F,F,F,The truck was standing in the factory.,STI_EXP02/Filler/071-bateau_boat.jpg,f,V
F,F,F,The hangar was standing beside the air plane.,STI_EXP02/Filler/church.jpg,f,V
F,F,F,The lighthouse was located in the entrance of the harbor.,STI_EXP02/Filler/submarine.jpg,f,V
F,F,F,The table lamp was standing in the shop.,STI_EXP02/Filler/dentalfloss03b.jpg,f,V
F,F,F,The castle was located on the hill.,STI_EXP02/Filler/lighthouse.jpg,f,V
F,F,F,The cargo ship was navigating to the harbor.,STI_EXP02/Filler/Generic_High_Speed_Train_01.jpg,f,V
F,F,F,The motorcycle was in the parking lot.,STI_EXP02/Filler/035-bibliotheque_book-shelves.jpg,f,V
F,F,F,The ball was at the billiard table.,STI_EXP02/Filler/faucet.jpg,f,V
F,F,F,The calculator was at the desk.,STI_EXP02/Filler/strap.jpg,f,V
F,F,F,The Swiss army knife was at the table.,STI_EXP02/Filler/filmroll.jpg,f,V
F,F,F,The alarm clock was lying on the bed.,STI_EXP02/Filler/flower.jpg,f,V
F,F,F,The flashlight was in the suitcase.,STI_EXP02/Filler/scrubbingbrush05b.jpg,f,V
F,F,F,The Rubik's Cube was on the shelf.,STI_EXP02/Filler/solderingiron.jpg,f,V
F,F,F,The computer monitor was standing on the desk.,STI_EXP02/Filler/fryingpan02a.jpg,f,V
F,F,F,The dartboard hung on the wall.,STI_EXP02/Filler/desk02.jpg,f,V
F,F,F,The cup was standing on the kitchen table.,STI_EXP02/Filler/kiwi03.jpg,f,V
F,F,F,The shrimp was in the aquarium.,STI_EXP02/Filler/laptopopen.jpg,f,V
F,F,F,The ring was in the iron dish.,STI_EXP02/Filler/156-hot-dog_hot-dog.jpg,f,V
F,F,F,The telephone was on the side table.,STI_EXP02/Filler/dryingmachine02.jpg,f,V
F,F,F,The folder was standing on the shelf.,STI_EXP02/Filler/pillow.jpg,f,V
F,F,F,The balloon was in the kid's hand.,STI_EXP02/Filler/pill.jpg,f,V
F,F,F,The lamp was hanging on the wall.,STI_EXP02/Filler/ribbon04.jpg,f,V
F,F,F,The basketball hoop was at the end of the field.,STI_EXP02/Filler/uprightpiano01.jpg,f,V
F,F,F,The book shelf was in the room.,STI_EXP02/Filler/briefcaseclosed.jpg,f,V
F,F,F,The fan was settled under the ventilator.,STI_EXP02/Filler/hangar.jpg,f,V
F,F,F,The chair was in the office.,STI_EXP02/Filler/microwave.jpg,f,V
F,F,F,The printer was at the right of the table.,STI_EXP02/Filler/cooler01.jpg,f,V
F,F,F,The table tennis table was in the room.,STI_EXP02/Filler/020-baignoire_bathtub.jpg,f,V
F,F,F,The dog house was beside the door.,STI_EXP02/Filler/ironbarrel.jpg,f,V
F,F,F,The umbrella was on the beach.,STI_EXP02/Filler/tv.jpg,f,V
F,F,F,The cabbage was lying on the shelf.,STI_EXP02/Filler/umbrellaopen.jpg,f,V
F,F,F,The hammer was on the desk.,STI_EXP02/Filler/rubikcube.jpg,f,V
F,F,F,The toy dinosaur stood on the table.,STI_EXP02/Filler/usbkey.jpg,f,V
F,F,F,The playing card was in the hands of the magician.,STI_EXP02/Filler/weight01.jpg,f,V
F,F,F,The stop watch was in the hands of the coach.,STI_EXP02/Filler/wheel01.jpg,f,V
F,F,F,The trash can was standing on the side of the road.,STI_EXP02/Filler/woodboard.jpg,f,V
